*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	duplicates *once **twice	DNA_plate	DNA_well
Ja31/29796.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29796	nan	nan	nan	nan	-80C	nan	nan	nan	P8	F8
Ja31/29777	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29777	nan	nan	nan	nan	-80C	nan	nan	nan	P6	D12
Ja31/29847	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29847	nan	nan	nan	nan	-80C	nan	nan	nan	P4	D12
Ja31/29847.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29847	nan	nan	nan	nan	-80C	nan	nan	nan	P5	C9
Ja31/14192	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/14192*	nan	nan	nan	nan	-80C	nan	nan	*	P5	G10
Ja31/14192.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/14192*	nan	nan	nan	nan	-80C	nan	nan	*	P7	C4
Ja31/29753	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29753	nan	nan	nan	nan	-80C	nan	nan	nan	P4	E10
Ja31/29753.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29753	nan	nan	nan	nan	-80C	nan	nan	nan	P8	B5
Ja31/29743	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29743	nan	nan	nan	nan	-80C	nan	nan	nan	P4	E3
Ja31/29743.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29743	nan	nan	nan	nan	-80C	nan	nan	nan	P7	F12
Ja31/29718	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29718	nan	nan	nan	nan	-80C	nan	nan	nan	P8	C4
Ja31/29718.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29718	nan	nan	nan	nan	-80C	nan	nan	nan	P8	D2
Ja31/29694	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P6	B1
Ja31/29694.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P8	G3
Ja31/14195	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/14195	nan	nan	nan	nan	-80C	nan	nan	nan	P7	F1
Ja31/14295	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/14295	nan	nan	nan	nan	-80C	nan	nan	nan	P5	E1
Ja31/29652	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/29652	nan	nan	nan	nan	-80C	nan	nan	nan	P4	B1
Ja31/29652.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/29652	nan	nan	nan	nan	-80C	nan	nan	nan	P6	E5
Ja31/14194	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/14194	nan	nan	nan	nan	-80C	nan	nan	nan	P7	C9
Ja31/14320	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/14320	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G2
Ja31/14320.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/14320	nan	nan	nan	nan	-80C	nan	nan	nan	P7	H1
Ja31/14160	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B /14160**	nan	nan	nan	nan	-80C	nan	nan	**	P7	A11
Ja31/14287	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/14287*	nan	nan	nan	nan	-80C	nan	nan	*	P8	A8
Ja31/29951	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/29951	nan	nan	nan	nan	-80C	nan	nan	nan	P8	F11
Ja31/29951.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4D/29951	nan	nan	nan	nan	-80C	nan	nan	nan	P8	G8
Ja31/29703	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/29703	nan	nan	nan	nan	-80C	nan	nan	nan	P6	H8
Ja31/29934	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/29934	nan	nan	nan	nan	-80C	nan	nan	nan	P4	F8
Ja31/29934.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/29934	nan	nan	nan	nan	-80C	nan	nan	nan	P7	F11
Ja31/14193	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/14193	nan	nan	nan	nan	-80C	nan	nan	nan	P7	B5
Ja31/14193.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/14193	nan	nan	nan	nan	-80C	nan	nan	nan	P8	D11
Ja31/29865	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/29865	nan	nan	nan	nan	-80C	nan	nan	nan	P6	C8
Ja31/29865.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/29865	nan	nan	nan	nan	-80C	nan	nan	nan	P8	C9
Ja31/14201	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/14201	nan	nan	nan	nan	-80C	nan	nan	nan	P7	F8
Ja31/29667	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/29667	nan	nan	nan	nan	-80C	nan	nan	nan	P4	A12
Ja31/29667.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/29667	nan	nan	nan	nan	-80C	nan	nan	nan	P8	D12
Ja31/14298	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/14298	nan	nan	nan	nan	-80C	nan	nan	nan	P5	F8
Ja31/14298.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4E/14298	nan	nan	nan	nan	-80C	nan	nan	nan	P7	A3
Ja31/29931	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/29931	nan	nan	nan	nan	-80C	nan	nan	nan	P6	D6
Ja31/29754	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/29754	nan	nan	nan	nan	-80C	nan	nan	nan	P5	C3
Ja31/29754.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/29754	nan	nan	nan	nan	-80C	nan	nan	nan	P7	B8
Ja31/29691	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/29691	nan	nan	nan	nan	-80C	nan	nan	nan	P7	H2
Ja31/14174	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/14174	nan	nan	nan	nan	-80C	nan	nan	nan	P5	F7
Ja31/14174.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/14174	nan	nan	nan	nan	-80C	nan	nan	nan	P8	H9
Ja31/29961	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/29961	nan	nan	nan	nan	-80C	nan	nan	nan	P5	A3
Ja31/14297	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4F/14297	nan	nan	nan	nan	-80C	nan	nan	nan	P6	B6
Ja31/29679	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/29679	nan	nan	nan	nan	-80C	nan	nan	nan	P8	C6
Ja31/29943	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/29943	nan	nan	nan	nan	-80C	nan	nan	nan	P8	E6
Ja31/14263	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/14263	nan	nan	nan	nan	-80C	nan	nan	nan	P4	A6
Ja31/29702	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/29702	nan	nan	nan	nan	-80C	nan	nan	nan	P5	A12
Ja31/29900	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/29900	nan	nan	nan	nan	-80C	nan	nan	nan	P5	A11
Ja31/29745	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/29745	nan	nan	nan	nan	-80C	nan	nan	nan	P8	B2
Ja31/29645	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/29645	nan	nan	nan	nan	-80C	nan	nan	nan	P6	F2
Ja31/29645.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4G/29645	nan	nan	nan	nan	-80C	nan	nan	nan	P8	C5
Ja31/29655	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4H/29655	nan	nan	nan	nan	-80C	nan	nan	nan	P8	A5
Ja31/14171	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4H/14171	nan	nan	nan	nan	-80C	nan	nan	nan	P5	F4
Ja31/29693	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4H/29693	nan	nan	nan	nan	-80C	nan	nan	nan	P7	D12
Ja31/29946	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4H/29946	nan	nan	nan	nan	-80C	nan	nan	nan	P8	E11
Ja31/29715	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4H/29715	nan	nan	nan	nan	-80C	nan	nan	nan	P7	H3
Ja31/14260	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4H/14260	nan	nan	nan	nan	-80C	nan	nan	nan	P5	B10
Ja31/29643	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4H/29643	nan	nan	nan	nan	-80C	nan	nan	nan	P8	G5
Ja31/14261	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4I/14261	nan	nan	nan	nan	-80C	nan	nan	nan	P7	E12
Ja31/29633	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4I/29633	nan	nan	nan	nan	-80C	nan	nan	nan	P7	G12
Ja31/14186	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4I/14186	nan	nan	nan	nan	-80C	nan	nan	nan	P5	B1
Ja31/29646	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4I/29646	nan	nan	nan	nan	-80C	nan	nan	nan	P7	E8
Ja31/29647	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4I/29647	nan	nan	nan	nan	-80C	nan	nan	nan	P8	A3
Ja31/29804	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4I/29804	nan	nan	nan	nan	-80C	nan	nan	nan	P7	D11
Ja31/14207	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4I/14207	nan	nan	nan	nan	-80C	nan	nan	nan	P5	H6
Ja31/14284	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14284**	nan	nan	nan	nan	-80C	nan	nan	**	P6	A6
Ja31/14284.2	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14284**	nan	nan	nan	nan	-80C	nan	nan	**	P8	H3
Ja31/14192	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/14192**	nan	nan	nan	nan	-80C	nan	nan	**	P5	G10
Ja31/14192.2	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/14192**	nan	nan	nan	nan	-80C	nan	nan	**	P7	C4
Fe1/14160	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/14160*	nan	nan	nan	nan	-80C	nan	nan	*	P8	A12
Fe1/14162	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14162*	nan	nan	nan	nan	-80C	nan	nan	*	P7	B2
Fe1/14162.2	nan	nan	Gut microflora metagenomics	2017-01-31 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14162*	nan	nan	nan	nan	-80C	nan	nan	*	P7	C8
Fe1/14262	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14262**	nan	nan	nan	nan	-80C	nan	nan	**	P7	D10
Fe1/14273	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/14273**	nan	nan	nan	nan	-80C	nan	nan	**	P8	H4
Fe1/14162	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14162**	nan	nan	nan	nan	-80C	nan	nan	**	P7	B2
Fe1/14162.2	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14162**	nan	nan	nan	nan	-80C	nan	nan	**	P7	C8
Fe1/14192	nan	nan	Gut microflora metagenomics	2017-02-02 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/14192**	nan	nan	nan	nan	-80C	nan	nan	**	P5	G12
